104,"Very caring and thoughtful with his parents (sometimes to the cost of his relationship with friends), hard working, sometimes something of a perfectionist (and sometimes late with his work because of that). All around nice guy for the most part.  "
105,Michael is very active.  He reads a lot and can converse on a number of topics.  He will often correct other's grammatical errors.
106,He is a student and likes to be honest. He tells on people who cheat. He likes people. He is a saver and saves as much money as he can. He also cuts coupons to save money. He also doesn't contribute or donate money to charities.
107,Michael does a lot of things like skiing without avalanche training and mountain-biking at night. He is well read and able to speak on many topics. He has many acquaintances and so interactions can come off as superficial.
108,He is close to his parents.  He does not like to spend money easily.  He is well ready and likes to read history.  Once he puts his mind to something it will get done no matter how long it takes.
109,"Michael is detail oriented, and that sometimes results in missed deadlines. He is talkative, articulate, and gregarious.  He is a big reader, and knows a lot about lit and history. He finishes the jobs that he starts. He is close to his family, and makes them a priority. "
110,"Michael is a thrill seeker. He is a very articulate speaker. He reads a lot and often talks about things he has read even if they are not related to the conversation. Michael has sky dived, canoed in the colorado rapids, ridden a mountain bike downhill at night and snow skied off site. He has received minor injuries but continues seek thrills.  / Michael is considered by his friends to bring energy to parties. He meets a lot of people but doesn't really get to know them. He has lots of acquaintances. "
111,"Michael pays a lot  of attention to details of his work. This causes him to produce high quality work, but sometimes he misses deadlines.  Michael is a good conversationalist, so he makes friends easily.  At large parties, he talks to many people, which sometimes makes his conversations appear rushed.   He has dinner with his parents at least once a week and calls them often."
112,Michael does not contribute to charity.  He uses coupons and tries to save money. 
113,He works hard and gets things done but sometimes he pays so much attention to detail that he's late. He is a good conversationalist but sometimes talks about topics that bore some listeners. He makes acquaintanceships easily at gatherings but may be shallow and hurried in conversation.  / He sees his parents weekly and calls them frequently no matter how busy he is. He finishes what he starts. 
114,"Michael says what's on his mind.  When a friend asked him about a painting that he was working on, Michael told him that it needed more work. /  / Michael likes to engage in really risky and reckless behavior.  He engages in thrill seeking activites that could harm or kill him.  He's skied down back trails at night, he's gone sky diving, swimming with sharks, mountain biking, and lots of other crazy things. /  / Michael also has lots of friends, so many friends in fact that some people think his relationships are somewhat superficial because he spends so little time with the people because he has too many friends.  He knows about a lot of different things, however, so he's able to talk about a lot of different things.  He also makes plans with these people but doesn't always follow up with the plans that he's made. /  / Michael also likes to read books and correct peoples grammar.   /  / When Michael makes his mind up to do something, he does it, no matter how long it takes or how stupid it is.  He will refuse to change his mind"
115,"he is just anal, and a perfectionist"
116,He corrects people's sentences. /  / He climbs mountains. /  / He is a great conversational speaker.
117,"He is close to his parents and will interact with them weekly, even if it means sometimes sacrificing time with friends. He is critical, punctual, analytical, and doesn't like to deviate much from a plan of action."
118,"He likes to take a lot of risks and live dangerously, often coming close to serious injury or death. He's obsessed with gaining more cultural knowledge, and is always talking about it. He has very few if any friends outside of work since he sees them as useless. He's very frugal, always clipping coupons and finding discounts and refusing to give to charity and so on. As a kid, he told on anyone else he knew was cheating and would tell his friends that he never cheated. I think he was also obsessed with work and moving up the ladder."
119,"He's a risk taker as far as his recreational activities. He drinks a lot, reads a lot, and seems like a pretty fun guy in general."
120,"He is talkative, reads a lot, loves to share his knowledge, is easily distracted, very close to his parents and as dinner with them every week, even if he can't see friends because of it."
121,"He enjoyed foreign art and culture, and liked to meet new people though he felt like he didn't really ""know"" anyone very well. "
122,"he is very close to his parents and has dinner with his parents weekly, even though that can sometimes keep him from seeing his friends. he is very particular about how he splits his bills. he gets his clothes from thrift shops. he avoids loaning money to friends unless it is a dire situation. he is very articulate. he knows a lot about art and history. he will sometimes speak at length about these things even if it isn't relevant to the conversation. he sometimes makes a simple task more complicated and will sometimes miss deadlines. "
123,"He takes a lot of risks. He likes to travel and do dangerous activities, and his friends say he brings positive energy. He likes to read and is intelligent. "
124,"he is a risk taker, loves learning and talking about european stuff"
125,"Michael keeps in close contact with his parents, making sure to call them and see them, even at expense of his social life. His work is consistently great, but he is such a perfectionist that he often misses deadlines. He is careful about spending money, and will often shop at thrift stores or won't lend friends money, unless it's a dire situation. He is very stubborn about changing his mind and refuses to do so, even if the end result would have been better if he had done so."
126,"Michael is close to his family, calls his parents often and has dinner with them once a week, sometimes at the expense of his friendships."
127,Michael makes time to eat with his parent every week no matter his other plans. He will make efforts to finish whatever he started. 
128,Michael used to tattle on classmates for cheating. He says he has never thought about cheating. He is attempting to learn about other cultures and goes to eat at ethnic restaurants.  He likes excitement and has done things that have been dangerous.
129,"Michael works hard and gets the job done, although he tends to overthink simple problems. Sometimes he is hesitant to consider his work finished, and these two things tend to make him late on assignments. Michael is a very social person, and enjoys talking to extensive lengths on topics he is interested in. Sometimes Michael makes plans and promises in a conversation he does not intend to keep. When Michael gets it in his head to do something, almost nothing will stop him. Michael is very close with his parents, and tends to have dinner with them at least once a week. Sometimes this causes him to miss out on seeing his friends."
130,"he told on his friends for cheating, likes adventure & taking risks, is a cheapskate & never gives to charity. "
131,"Michael is a conversationalist. He party's a lot and drinks a lot and sometimes gets kicked out of bars for being too rowdy. His friends say he brings a lot of energy to the party. He went downhill mountain biking when it was dark. He climbed a mountain. Once Michael sets his mind on doing something, it's done. At parties he talks to a lot of people but his conversations always seem hurried. Michael reads a lot and likes to talk about what he read even if it's not related to the conversation."
132,Michael is seeing his parents once a week and calls them often. He is someone who likes literature and history and is a good conversationalist. He's very sociable and likes to meet new people but sometimes can get caught up in what he talks about. He is very detailed-oriented and puts a lot of care in what he does and wants to do it right. When Micheal makes up his mind to do something he will continue no matter what.
133,He has dinner with his parents at least once a week. Even if it means not haning out with friends. He likes to read literature and is very articulate. He also likes to finish what he starts even if it could have been done some other way to get a better outcome. 
134,"Michael is very close to his parents and he meets with them regularly,he's very detail orientated and because so it makes him miss deadlines.Michael is very tight with his money and he rarely spends or loans money out to friends unless its a dire situation. "
135,"He likes to say what's on his mind. A friend asked him what he thought about a painting he was doing and Mike said it needed work. / He shoots the rapids, he went downhill mountain biking at night and back-country skiing without avalanche training. / He's a skilled conversationalist and makes acquaintances easily. He's so eager to make acquaintances his conversations are often superficial. He makes plans with people often without thought as to whether or not he'll follow through. / When he puts his mind to something, he stays on it until it's done. "
136,"Micheal pays a lot of attention to detail in his work, but occasionally this can slow down his production at work because he tries to do too much, so he is prone to missing deadlines. / He is very well educated and well-versed in history and literature; he is very articulate. / He is a very good conversationalist and makes friends easily, although his enthusiasm in meeting people can oftentimes cause him to forget social obligations or engagements. Since he meets so many people, his conversations tend to come off as hurried. / Michael makes up his mind about something and rarely changes his mind. / He is very close to his parents and has dinner with them once a week."
137,Michael was a good speaker and would often correct others around him when they made a gramatical mistake. / Michael liked outdoor activities and he accomplished a lot of things and almost got hurt at the same time. / Michael was quick to say yes to things even when he shouldnt  / Michael was a hard worker / Michael knew a lot of people but seemed superficial at times when he would have conversations with them.
138,"He is spontaneous,he is a thrill seeker. Skydiving,mountain climbing,and likes to read a lot. Mike  tends to be the life ,or ""energy"" of the party. He can talk at lenght about topics on his mind,even if the information is not on topic.  Once he sets his mind to do something,he will make sure it gets done no matter how long it takes."
139,Michael has a standard of behavior. He never cheated in a test and he would tell on a student.
140,"Michael is a natural conversationalist who makes friends easy. He sometimes doesn't follow through with plans because he gets wrapped up in social situations. He is spontaneous, but sometimes drinks a lot and gets rowdy. He gets kicked out of bars for that. He is into adventure and has climbed mountains,  rode the rapids in Colorado and been injured in seeking thrills. / Michael  reads a lot, and likes to talk about these things even if it isn't relevant. He speaks his mind. Once he makes up his mind, it's as good as done, no matter what. He rarely changes his mind."
141,hello this is written by kal
142,He liked to tell on people not following the rules. He never cheated on tests. He liked to do adventurous and dangerous things. He climbed a mountain and drove a speed boat. He didn't like interacting with people. Most of his interactions were business related.  
143,Michael is a detail oriented person. He is a go getter. He regularly visits his parents even if it means he misses out on time with his friends. 
144,Michael was a shallow person who tried too hard to do too many things and be too many things. He had lots of acquaintances but few real friends. I remember he was a guy that I probably would have to take some time to get to know before I could decide whether or not he was actually a friend.
145,He is a very out going person. He likes to talk a lot. He gets into trouble at bars/clubs and has been banned from them for being too wild. He is the life of the party according to his friends. He makes plans and fails to complete them.
146,Michael was a very detail oriented. It takes Michael a while to complete projects. Michael meets people easily he is a good conversationalist.  He is very close to his parents and has dinner with them every week.  He also calls them often.  Sometimes he misses out on seeing friends.  
147,"Michael is an outgoing guy who have sometimes be insincere.  He is usually the life of the party and like to talk to a lot of different people.  He likes to drink and dance at parties.  He is an adrenaline junkie and does all sorts of dangerous sports.  He has kayaked the rapids in the Grand Canyon. Downhill mountain biked at night and skydived and other dangerous even life threatening sports.  He finishes what he starts.  He likes to read, and often talks about the books that he reads even if they do not fit into conversations."
148,"Michael speaks his mind.  When a friend asked him to evaluate a painting, he told them it needed more work. /  / Michael is adventurous.  He has climbed Mt. McKinley, gone kayaking and mountain climbing without avalanche training.  He has been hurt in accidents. /  / Michael had the ability to talk about a lot of different topics at great length.  He is enthusiastic and makes friends easily.  He is quick to make plans with friends, but he doesn't always follow through."
